"Prov","Comu","Dist","Scuola","CodScuola","CodSezAss1","Indirizzo","SezioneAssociata","CodSezAss2","Con"
"ROMA","ROMA","016","RMAA8FC01X  VIA MEROPE 24 (ASSOC. I. C. RMIC8FC003)","RMAA8FC01X","RMIC8FC003","VIA MEROPE 24 TORRE ANGELA","","",""
"ROMA","ROMA","016","RMAA8E500X  VIA MILLET (ASSOC. I. C. RMIC8E5004)","RMAA8E500X","RMIC8E5004","VIA MILLET 21 ROMA","","",""
"ROMA","ROMA","016","RMAA855011  VIA PATERNO' (ASSOC. I. C. RMIC855004)","RMAA855011","RMIC855004","VIA PATERNO' 20 ROMA","","",""
"ROMA","ROMA","016","RMAA8FB014  VIA POSEIDONE (ASSOC. I. C. RMIC8FB007)","RMAA8FB014","RMIC8FB007","VIA POSEIDONE 39 ROMA","","",""
"ROMA","ROMA","016","RMAA8CS018  VIA ROMERO (ASSOC. I. C. RMIC8CS00B)","RMAA8CS018","RMIC8CS00B","VIA OSCAR ARNULFO ROMERO 100 PONTE DI NONA","","",""
"ROMA","ROMA","016","RMAA8E801C  VIA S. BIAGIO PLATANI (ASSOC. I. C. RMIC8E800G)","RMAA8E801C","RMIC8E800G","","","",""
"ROMA","ROMA","016","RMAA8E802D  VIA SICULIANA (ASSOC. I. C. RMIC8E800G)","RMAA8E802D","RMIC8E800G","VIA SICULIANA 78","","",""
"ROMA","ROMA","016","RMAA8FB047  VIA TORRENOVA 24 (ASSOC. I. C. RMIC8FB007)","RMAA8FB047","RMIC8FB007","TORREANGELA","","",""
"ROMA","ROMA","016","RMAA8CT058  VIALE DI TORREMAURA (ASSOC. I. C. RMIC8CT007)","RMAA8CT058","RMIC8CT007","VIALE DI TORREMAURA 30 ROMA","","",""
"ROMA","ROMA","016","RMAA83102D  VITTORIO BACHELET (ASSOC. I. C. RMIC83100G)","RMAA83102D","RMIC83100G","VIA DEL FRINGUELLO12 ROMA","","",""
"ROMA","ROMA","017","RMAA8GE005  IC VIA CENEDA (ASSOC. I. C. RMIC8GE009)","RMAA8GE005","RMIC8GE009","VIA CENEDA 26 ROMA","","",""
"ROMA","ROMA","017","RMAA8GC01E  GIOVANNI CAGLIERO (ASSOC. I. C. RMIC8GC00N)","RMAA8GC01E","RMIC8GC00N","LARGO VOLUMNIA 11 ROMA","","",""
"ROMA","ROMA","017","RMAA8GC00D  IC LARGO VOLUMNIA (ASSOC. I. C. RMIC8GC00N)","RMAA8GC00D","RMIC8GC00N","LARGO VOLUMNIA 11 ROMA","","",""
"ROMA","ROMA","017","RMAA8GD009  IC VIA LUSITANIA (ASSOC. I. C. RMIC8GD00D)","RMAA8GD009","RMIC8GD00D","VIA LUSITANIA 16 ROMA","","",""
"ROMA","ROMA","017","RMAA8GE027  LORENZO CUNEO (ASSOC. I. C. RMIC8GE009)","RMAA8GE027","RMIC8GE009","VIA CERVETERI 56 ROMA","","",""
"ROMA","ROMA","017","RMAA8CU01X  QUASIMODO (ASSOC. I. C. RMIC8CU003)","RMAA8CU01X","RMIC8CU003","VIA LATINA 550 ROMA","","",""
"ROMA","ROMA","017","RMAA8GD01A  VIA LUSITANIA 18 (ASSOC. I. C. RMIC8GD00D)","RMAA8GD01A","RMIC8GD00D","ROMA","","",""
"ROMA","ROMA","017","RMAA8GE016  VIA MONDOVI' (ASSOC. I. C. RMIC8GE009)","RMAA8GE016","RMIC8GE009","VIA MONDOVI' 16 ROMA","","",""
"ROMA","ROMA","017","RMAA8CU00V  VIA T. MOMMSEN 20 (ASSOC. I. C. RMIC8CU003)","RMAA8CU00V","RMIC8CU003","VIA T. MOMMSEN N. 20 ROMA","","",""
"ROMA","ROMA","018","RMAA83700A  RAFFAELLO (ASSOC. I. C. RMIC83700E)","RMAA83700A","RMIC83700E","VIA GIUSEPPE CAPOGRASSI 23 LOC. ROMANINA","","",""
"ROMA","ROMA","018","RMAA8B600X  VIA M. F. NOBILIORE 78 (ASSOC. I. C. RMIC8B6004)","RMAA8B600X","RMIC8B6004","VIA M. F. NOBILIORE78 ROMA","","",""
"ROMA","ROMA","018","RMAA8GH02P  ANTONIO DE CURTIS (ASSOC. I. C. RMIC8GH00R)","RMAA8GH02P","RMIC8GH00R","VIALE S. GIOVANNI BOSCO 125 ROMA","","",""
"ROMA","ROMA","018","RMAA8GG01T  DON FILIPPO RINALDI (ASSOC. I. C. RMIC8GG001)","RMAA8GG01T","RMIC8GG001","VIA LEMONIA 226 ROMA","","",""
"ROMA","ROMA","018","RMAA8CK018  DON GIOACCHINO REY (ASSOC. I. C. RMIC8CK00B)","RMAA8CK018","RMIC8CK00B","VIA SESTIO MENAS 125 ROMA","","",""
"ROMA","ROMA","018","RMAA8B6011  DON PAOLO ALBERA (ASSOC. I. C. RMIC8B6004)","RMAA8B6011","RMIC8B6004","VIA MARCO F. NOBILIORE 78 ROMA","","",""
"ROMA","ROMA","018","RMAA839002  IC VIA G. MESSINA (ASSOC. I. C. RMIC839006)","RMAA839002","RMIC839006","VIA GIUSEPPE MESSINA 51 ROMA","","",""
"ROMA","ROMA","018","RMAA8CM00V  IC VIA F. GENTILE 40 (ASSOC. I. C. RMIC8CM003)","RMAA8CM00V","RMIC8CM003","VIA F. GENTILE 40","","",""
"ROMA","ROMA","018","RMAA8GG00R  IC CIRC. NE TUSCOLANA (ASSOC. I. C. RMIC8GG001)","RMAA8GG00R","RMIC8GG001","VIA LEMONIA 226 ROMA","","",""
"ROMA","ROMA","018","RMAA8GF001  IC VIA DEL CALICE (ASSOC. I. C. RMIC8GF005)","RMAA8GF001","RMIC8GF005","VIA DEL CALICE 34/I ROMA","","",""
"ROMA","ROMA","018","RMAA8GH00L  IC VIA DELL'AEROPORTO (ASSOC. I. C. RMIC8GH00R)","RMAA8GH00L","RMIC8GH00R","VIALE SAN GIOVANNI BOSCO 125 ROMA","","",""
"ROMA","ROMA","018","RMAA8GA00T  IC VIA P. STABILINI (ASSOC. I. C. RMIC8GA002)","RMAA8GA00T","RMIC8GA002","VIA P. STABILINI 19 ROMA","","",""
"ROMA","ROMA","018","RMAA82600X  MILANESI GUIDO (ASSOC. I. C. RMIC826004)","RMAA82600X","RMIC826004","VIA TROPEA 26 ROMA","","",""
"ROMA","ROMA","018","RMAA8GG02V  MONTESSORI - VIA LEMONIA (ASSOC. I. C. RMIC8GG001)","RMAA8GG02V","RMIC8GG001","VIA LEMONIA 242 ROMA","","",""
"ROMA","ROMA","018","RMAA82800G  PIETRO M. CORRADINI (ASSOC. I. C. RMIC82800Q)","RMAA82800G","RMIC82800Q","VIA DI S. MATTEO104 VERMICINO","","",""
"ROMA","ROMA","018","RMAA826011  QUARTO MIGLIO (ASSOC. I. C. RMIC826004)","RMAA826011","RMIC826004","VIA S. TARCISIO 125 LOC. QUARTO MIGLIO","","",""
"ROMA","ROMA","018","RMAA83701B  SANTE VANDI (ASSOC. I. C. RMIC83700E)","RMAA83701B","RMIC83700E","VIA SANTE VANDI 50 B. TA ROMANINA","","",""
"ROMA","ROMA","018","RMAA8GF012  VIA AMANTEA (ASSOC. I. C. RMIC8GF005)","RMAA8GF012","RMIC8GF005","VIA AMANTEA 1 ROMA","","",""
"ROMA","ROMA","018","RMAA8GF023  VIA DEL CALICE (ASSOC. I. C. RMIC8GF005)","RMAA8GF023","RMIC8GF005","VIA DEL CALICE 34/I ROMA","","",""
"ROMA","ROMA","018","RMAA83702C  VIA E. FLORIAN (ASSOC. I. C. RMIC83700E)","RMAA83702C","RMIC83700E","B. TA ROMANINA","","",""
"ROMA","ROMA","018","RMAA8GA01V  VIA F. MEATTINI (ASSOC. I. C. RMIC8GA002)","RMAA8GA01V","RMIC8GA002","ROMA","","",""
"ROMA","ROMA","018","RMAA839013  VIA G. MESSINA (ASSOC. I. C. RMIC839006)","RMAA839013","RMIC839006","VIA G. MESSINA 51","","",""
"ROMA","ROMA","018","RMAA839024  VIA G. MESSINAN. 71 (ASSOC. I. C. RMIC839006)","RMAA839024","RMIC839006","","","",""
"ROMA","ROMA","018","RMAA8CM032  VIA GENTILE (ASSOC. I. C. RMIC8CM003)","RMAA8CM032","RMIC8CM003","VIA GENTILE 132 ROMA","","",""
"ROMA","ROMA","018","RMAA8GA02X  VIA RIZZIERI (ASSOC. I. C. RMIC8GA002)","RMAA8GA02X","RMIC8GA002","VIA RIZZIERI 143","","",""
"ROMA","ROMA","018","RMAA82801L  VIA SAN MATTEO (ASSOC. I. C. RMIC82800Q)","RMAA82801L","RMIC82800Q","VIA SAN MATTEO 102 ROMA","","",""
"ROMA","ROMA","018","RMAA8GH01N  VIA TARQUINIO COLLATINO (ASSOC. I. C. RMIC8GH00R)","RMAA8GH01N","RMIC8GH00R","VIA TARQUINIO COLLATINO 50 ROMA","","",""
"ROMA","ROMA","019","RMAA82902D  ARCOBALENO (ASSOC. I. C. RMIC82900G)","RMAA82902D","RMIC82900G","VIA GROTTAPERFETTA 609 QUARTIERE ARDEATINO","","",""
"ROMA","ROMA","019","RMAA82901C  EUROPA (ASSOC. I. C. RMIC82900G)","RMAA82901C","RMIC82900G","VIA DI GROTTA PERFETTA 524 ROMA 70-AREA 15","","",""
"ROMA","ROMA","019","RMAA82900B  I. C. CARLO ALBERTO DALLA CHIESA (ASSOC. I. C. RMIC82900G)","RMAA82900B","RMIC82900G","VIA MARIO RIGAMONTI 10 ROMA","","",""
"ROMA","ROMA","019","RMAA8FF00A  IC VIA ARISTIDE LEONORI (ASSOC. I. C. RMIC8FF00E)","RMAA8FF00A","RMIC8FF00E","VIA ARISTIDE LEONORI 74 ROMA","","",""
"ROMA","ROMA","019","RMAA8FF01B  VIA AMBROSINI (ASSOC. I. C. RMIC8FF00E)","RMAA8FF01B","RMIC8FF00E","VIA AMBROSINI 18","","",""
"ROMA","ROMA","019","RMAA8FF03D  VIA B. CROCE (ASSOC. I. C. RMIC8FF00E)","RMAA8FF03D","RMIC8FF00E","VIA BENEDETTO CROCE 56 POGGIO AMENO","","",""
"ROMA","ROMA","019","RMAA8FF02C  VIA G. BERTO (ASSOC. I. C. RMIC8FF00E)","RMAA8FF02C","RMIC8FF00E","VIA GIUSEPPE BERTO 160","","",""
"ROMA","ROMA","019","RMAA8CH006  VIA S. PINCHERLE 140 (ASSOC. I. C. RMIC8CH00A)","RMAA8CH006","RMIC8CH00A","ROMA","","",""
"ROMA","ROMA","019","RMAA8CH017  VIA VITO VOLTERRA (ASSOC. I. C. RMIC8CH00A)","RMAA8CH017","RMIC8CH00A","VIA VITO VOLTERRA 190 ROMA","","",""
"ROMA","ROMA","020","RMAA8B0023  BEATA VERGINE DEL CARMELO (ASSOC. I. C. RMIC8B0005)","RMAA8B0023","RMIC8B0005","P. ZZA BEATA VERG. DEL CARM MOSTACCIANO","","",""
"ROMA","ROMA","020","RMAA8B102V  BUSTER KEATON 1 (ASSOC. I. C. RMIC8B1001)","RMAA8B102V","RMIC8B1001","VIA BUSTER KEATON SNC VALLERANO","","",""
"ROMA","ROMA","020","RMAA8B103X  BUSTER KEATON 2 (ASSOC. I. C. RMIC8B1001)","RMAA8B103X","RMIC8B1001","VIA BUSTER KEATON S. N. C. VALLERANO","","",""
"ROMA","ROMA","020","RMAA8B0012  CASALE (ASSOC. I. C. RMIC8B0005)","RMAA8B0012","RMIC8B0005","VIA E. GIACHINO 24 MOSTACCIANO","","",""
"ROMA","ROMA","020","RMAA86103A  COLLE DI MEZZO (ASSOC. I. C. RMIC86100B)","RMAA86103A","RMIC86100B","VIA LUCA GAURICO 231 ROMA","","",""
"ROMA","ROMA","020","RMAA86900T  DOMENICO PURIFICATO (ASSOC. I. C. RMIC869002)","RMAA86900T","RMIC869002","VIA DELLA FONTE MERAVIGLIOSA 79 ROMA","","",""
"ROMA","ROMA","020","RMAA8FJ018  FIUME GIALLO (ASSOC. I. C. RMIC8FJ00B)","RMAA8FJ018","RMIC8FJ00B","VIA FIUME GIALLO 39/45 ROMA","","",""
"ROMA","ROMA","020","RMAA8B0001  G. PALLAVICINI (ASSOC. I. C. RMIC8B0005)","RMAA8B0001","RMIC8B0005","VIA DON PASQUINO BORGHI 165 ROMA","","",""
"ROMA","ROMA","020","RMAA8F1007  I. C. LARGO DINO BUZZATI (ASSOC. I. C. RMIC8F100B)","RMAA8F1007","RMIC8F100B","LARGO DINO BUZZATI 13 ROMA","","",""
"ROMA","ROMA","020","RMAA861007  I. C. INDRO MONTANELLI (ASSOC. I. C. RMIC86100B)","RMAA861007","RMIC86100B","PIAZZA L. CERVA 45 ROMA","","",""
"ROMA","ROMA","020","RMAA8FJ007  IC FIUME GIALLO (ASSOC. I. C. RMIC8FJ00B)","RMAA8FJ007","RMIC8FJ00B","VIA FIUME GIALLO 45 ROMA","","",""
"ROMA","ROMA","020","RMAA8FG006  IC VIA SANTI SAVARINO (ASSOC. I. C. RMIC8FG00A)","RMAA8FG006","RMIC8FG00A","VIA SANTI SAVARINO 16 ROMA","","",""
"ROMA","ROMA","020","RMAA8FJ029  LA STEFI (ASSOC. I. C. RMIC8FJ00B)","RMAA8FJ029","RMIC8FJ00B","LARGO GUIDO BUZZELLI 2 ROMA","","",""
"ROMA","ROMA","020","RMAA8F1029  LARGO BUZZATI (ASSOC. I. C. RMIC8F100B)","RMAA8F1029","RMIC8F100B","","","",""
"ROMA","ROMA","020","RMAA8BZ008  LEONARDO VINCI (ASSOC. I. C. RMIC8BZ00C)","RMAA8BZ008","RMIC8BZ00C","VIALE DELLA GRANDE MURAGLIA 37 E. U. R.","","",""
"ROMA","ROMA","020","RMAA8BY00C  M. RICCI VIA CINA 4 (ASSOC. I. C. RMIC8BY00L)","RMAA8BY00C","RMIC8BY00L","VIA CINA 4 ROMA","","",""
"ROMA","ROMA","020","RMAA8B100R  MARTA RUSSO (ASSOC. I. C. RMIC8B1001)","RMAA8B100R","RMIC8B1001","VIA ITALO TORSIELLO 57 ROMA","","",""
"ROMA","ROMA","020","RMAA8B200L  ORSA MAGGIORE (ASSOC. I. C. RMIC8B200R)","RMAA8B200L","RMIC8B200R","VIA ORSA MAGGIORE 112 ROMA","","",""
"ROMA","ROMA","020","RMAA8B0034  PAPILLO (ASSOC. I. C. RMIC8B0005)","RMAA8B0034","RMIC8B0005","VIA A. MORAVIA 401 QUARTIERE PAPILLO","","",""
"ROMA","ROMA","020","RMAA8FG017  TOR DE' CENCI (ASSOC. I. C. RMIC8FG00A)","RMAA8FG017","RMIC8FG00A","VIA SANTI SAVARINO 16","","",""
"ROMA","ROMA","020","RMAA8FG028  TOR DE' CENCI - FRATELLI GRIMM (ASSOC. I. C. RMIC8FG00A)","RMAA8FG028","RMIC8FG00A","VIA SANTI SAVARINO 58 ROMA","","",""
"ROMA","ROMA","020","RMAA8BY01D  VIA CINA (ASSOC. I. C. RMIC8BY00L)","RMAA8BY01D","RMIC8BY00L","VIA CINA 04 ROMA","","",""
"ROMA","ROMA","020","RMAA861029  VIA DEI CORAZZIERI (ASSOC. I. C. RMIC86100B)","RMAA861029","RMIC86100B","VIA DEI CORAZZIERI 110 ROMA","","",""
"ROMA","ROMA","020","RMAA86901V  VIA DRAGO (ASSOC. I. C. RMIC869002)","RMAA86901V","RMIC869002","VIA DRAGO 108 FONTE MERAVIGLIOSA","","",""
"ROMA","ROMA","020","RMAA8BZ019  VIA LIONE (ASSOC. I. C. RMIC8BZ00C)","RMAA8BZ019","RMIC8BZ00C","VIA LIONE S. N. C.","","",""
"ROMA","ROMA","020","RMAA869031  VIA MILLEVOI (ASSOC. I. C. RMIC869002)","RMAA869031","RMIC869002","VIA MILLEVOI 800","","",""
"ROMA","ROMA","020","RMAA8B201N  VIA ORSA MAGGIORE (ASSOC. I. C. RMIC8B200R)","RMAA8B201N","RMIC8B200R","TORRINO NORD","","",""
"ROMA","ROMA","020","RMAA8F1018  VIA QUASIMODO (ASSOC. I. C. RMIC8F100B)","RMAA8F1018","RMIC8F100B","ROMA","","",""
"ROMA","ROMA","020","RMAA8BY02E  VIA SANSOTTA (ASSOC. I. C. RMIC8BY00L)","RMAA8BY02E","RMIC8BY00L","ROMA","","",""
"ROMA","ROMA","020","RMAA8B101T  VIA TORSIELLO (ASSOC. I. C. RMIC8B1001)","RMAA8B101T","RMIC8B1001","VIA TORSIELLO 57 TRIGORIA","","",""
"ROMA","ROMA","021","RMAA8CZ002  VIA CAROTENUTO 30 (ASSOC. I. C. RMIC8CZ006)","RMAA8CZ002","RMIC8CZ006","VIA CAROTENUTO 30","","",""
"ROMA","ROMA","021","RMAA840017  ACQUAROSSA (ASSOC. I. C. RMIC84000A)","RMAA840017","RMIC84000A","L. GO DELLE MARIANNE 9 OSTIA LIDO","","",""
"ROMA","ROMA","021","RMAA8FQ024  AGATARCO (ASSOC. I. C. RMIC8FQ006)","RMAA8FQ024","RMIC8FQ006","VIA AGATARCO 15 CASALPALOCCO","","",""
"ROMA","ROMA","021","RMAA8FP006  ALESSANDRO MAGNO (ASSOC. I. C. RMIC8FP00A)","RMAA8FP006","RMIC8FP00A","VIA STESICORO 115 AXA","","",""
"ROMA","ROMA","021","RMAA80201C  AMENDOLA (ASSOC. I. C. RMIC80200G)","RMAA80201C","RMIC80200G","VIA DELL'IDROSCALO 82 LIDO DI OSTIA","","",""
"ROMA","ROMA","021","RMAA80200B  AMENDOLA - GUTTUSO (ASSOC. I. C. RMIC80200G)","RMAA80200B","RMIC80200G","VIA DELL'IDROSCALO 82 ROMA","","",""
"ROMA","ROMA","021","RMAA8FQ013  EUTICRATE (ASSOC. I. C. RMIC8FQ006)","RMAA8FQ013","RMIC8FQ006","VIA EUTICRATE 30 LOC. CASAL PALOCCO","","",""
"ROMA","ROMA","021","RMAA841035  FRA' ANDREA DI GIOVANNI (ASSOC. I. C. RMIC841006)","RMAA841035","RMIC841006","VIA FRA' ANDREA DI GIOVANNI DRAGONCELLO","","",""
"ROMA","ROMA","021","RMAA854015  I. C. ARISTIDE LEONORI (ASSOC. I. C. RMIC854008)","RMAA854015","RMIC854008","VIA FUNI 81 ACILIA","","",""
"ROMA","ROMA","021","RMAA83601G  I. C MARCO ULPIO TRAIANO (ASSOC. I. C. RMIC83600P)","RMAA83601G","RMIC83600P","VIA DI DRAGONE. 449 ROMA","","",""
"ROMA","ROMA","021","RMAA854004  I. C. ARISTIDE LEONORI (ASSOC. I. C. RMIC854008)","RMAA854004","RMIC854008","VIA ACHILLE FUNI 41 LOC. ACILIA","","",""
"ROMA","ROMA","021","RMAA83600E  I. C. MARCO ULPIO TRAIANO (ASSOC. I. C. RMIC83600P)","RMAA83600E","RMIC83600P","VIA DI DRAGONE 445 ROMA","","",""
"ROMA","ROMA","021","RMAA841002  I. C. GIOVANNI PAOLO II (ASSOC. I. C. RMIC841006)","RMAA841002","RMIC841006","VIALE A. RUSPOLI 80 ROMA","","",""
"ROMA","ROMA","021","RMAA8BX00Q  IC M. CALDERINI-G. TUCCIMEI (ASSOC. I. C. RMIC8BX00R)","RMAA8BX00Q","RMIC8BX00R","VIA COSTANTINO BESCHI 12 ACILIA","","",""
"ROMA","ROMA","021","RMAA8FQ002  IC TULLIA ZEVI (ASSOC. I. C. RMIC8FQ006)","RMAA8FQ002","RMIC8FQ006","VIA PIRGOTELE 20 CASALPALOCCO","","",""
"ROMA","ROMA","021","RMAA8FN00E  IC VIALE VEGA (ASSOC. I. C. RMIC8FN00P)","RMAA8FN00E","RMIC8FN00P","V. LE VEGA 91 ZONA OSTIA LIDO","","",""
"ROMA","ROMA","021","RMAA8FR00T  ISTITUTO COMPRENSIVO VIA CILEA (ASSOC. I. C. RMIC8FR002)","RMAA8FR00T","RMIC8FR002","VIA FRANCESCO CILEA 269 INFERNETTO","","",""
"ROMA","ROMA","021","RMAA8FR01V  SCUOLA INFANZIA I. C. V. CILEA (ASSOC. I. C. RMIC8FR002)","RMAA8FR01V","RMIC8FR002","VIA DE FALLA11 ROMA INFERNETTO","","",""
"ROMA","ROMA","021","RMAA8FP028  VIA BRUNO MOLAJOLI (ASSOC. I. C. RMIC8FP00A)","RMAA8FP028","RMIC8FP00A","","","",""
"ROMA","ROMA","021","RMAA8CZ013  VIA CAROTENUTO 6 (ASSOC. I. C. RMIC8CZ006)","RMAA8CZ013","RMIC8CZ006","MALAFEDE","","",""
"ROMA","ROMA","021","RMAA840006  VIA DELLE AZZORRE 314 (ASSOC. I. C. RMIC84000A)","RMAA840006","RMIC84000A","VIA DELLE AZZORRE 314 ROMA LOC. OSTIA","","",""
"ROMA","ROMA","021","RMAA8FN01G  VIA DELLE QUINQUEREMI (ASSOC. I. C. RMIC8FN00P)","RMAA8FN01G","RMIC8FN00P","ROMA","","",""
"ROMA","ROMA","021","RMAA8FP017  VIA MENZIO (ASSOC. I. C. RMIC8FP00A)","RMAA8FP017","RMIC8FP00A","VIA FRANCESCO MENZIO 293 AXA MALAFEDE","","",""
"ROMA","ROMA","021","RMAA8BX01R  VIA ORAZIO AMATO (ASSOC. I. C. RMIC8BX00R)","RMAA8BX01R","RMIC8BX00R","VIA ORAZIO AMATO SNC ROMA","","",""
"ROMA","ROMA","021","RMAA841024  VIA PETRA (ASSOC. I. C. RMIC841006)","RMAA841024","RMIC841006","","","",""
"ROMA","ROMA","021","RMAA841013  VIA SABATINO DE URSIS (ASSOC. I. C. RMIC841006)","RMAA841013","RMIC841006","VIA SABATINO DE URSIS S. N. C.","","",""
"ROMA","ROMA","021","RMAA85100L  W. A. MOZART (ASSOC. I. C. RMIC85100R)","RMAA85100L","RMIC85100R","VIALE DI CASTEL PORZIANO 516 ROMA - INFERNETTO","","",""
"ROMA","ROMA","021","RMAA85102P  W. A. MOZART - INFANZIA BEDOLLO (ASSOC. I. C. RMIC85100R)","RMAA85102P","RMIC85100R","VIA BEDOLLO 155 INFERNETTO","","",""
"ROMA","ROMA","021","RMAA85103Q  W. A. MOZART - INFANZIA SALORNO (ASSOC. I. C. RMIC85100R)","RMAA85103Q","RMIC85100R","VIA SALORNO 66 INFERNETTO","","",""
"ROMA","ROMA","023","RMAA8B802N  ARVALIA (ASSOC. I. C. RMIC8B800Q)","RMAA8B802N","RMIC8B800Q","VIA MONTE DELLE CAPRE 39","","",""
"ROMA","ROMA","023","RMAA8FS003  I. C. VIA BAGNERA (ASSOC. I. C. RMIC8FS007)","RMAA8FS003","RMIC8FS007","VIA GIUSEPPE BAGNERA 64 ROMA","","",""
"ROMA","ROMA","023","RMAA8GY00L  IC VIA ORATORIO DAMASIANO (ASSOC. I. C. RMIC8GY00R)","RMAA8GY00L","RMIC8GY00R","VIA ORATORIO DAMASIANO 20 ROMA","","",""
"ROMA","ROMA","023","RMAA8FS014  MARIA LETIZIA GIULIANI (ASSOC. I. C. RMIC8FS007)","RMAA8FS014","RMIC8FS007","VIA BLASERNA 47 ROMA","","",""
"ROMA","ROMA","023","RMAA8GY02P  VIA A. RESSI 50 (ASSOC. I. C. RMIC8GY00R)","RMAA8GY02P","RMIC8GY00R","ROMA","","",""
"ROMA","ROMA","023","RMAA8B800G  VIA AFFOGALASINO (ASSOC. I. C. RMIC8B800Q)","RMAA8B800G","RMIC8B800Q","VIA AFFOGALASINO 120","","",""
"ROMA","ROMA","023","RMAA8GY01N  VIA DI S. BEATRICE (ASSOC. I. C. RMIC8GY00R)","RMAA8GY01N","RMIC8GY00R","VIA ORATORIO DAMASIANO 20 ROMA","","",""
"ROMA","ROMA","023","RMAA8B803P  VIA PORTUENSE (ASSOC. I. C. RMIC8B800Q)","RMAA8B803P","RMIC8B800Q","VIA PORTUENSE 745 ROMA","","",""
"ROMA","ROMA","024","RMAA8FT00V  I. C. LARGO ORIANI (ASSOC. I. C. RMIC8FT003)","RMAA8FT00V","RMIC8FT003","LARGO A. ORIANI 1 ROMA","","",""
"ROMA","ROMA","024","RMAA8FX006  I. C. VIA BRAVETTA (ASSOC. I. C. RMIC8FX00A)","RMAA8FX006","RMIC8FX00A","VIA BRAVETTA 336 ROMA","","",""
"ROMA","ROMA","024","RMAA8FY002  I. C. VIA D'AVARNA (ASSOC. I. C. RMIC8FY006)","RMAA8FY002","RMIC8FY006","VIA D'AVARNA 9/11 ROMA","","",""
"ROMA","ROMA","024","RMAA8FW00A  I. C. VIA DEI TORRIANI (ASSOC. I. C. RMIC8FW00E)","RMAA8FW00A","RMIC8FW00E","VIA DEI TORRIANI 44 ROMA","","",""
"ROMA","ROMA","024","RMAA8FV00E  I. C. VIA FABIOLA (ASSOC. I. C. RMIC8FV00P)","RMAA8FV00E","RMIC8FV00P","VIA FABIOLA 15","","",""
"ROMA","ROMA","024","RMAA8FU00P  I. C. VIA MANASSEI (ASSOC. I. C. RMIC8FU00V)","RMAA8FU00P","RMIC8FU00V","VIA CASIMIRO MANASSEI60 ROMA","","",""
"ROMA","ROMA","024","RMAA8FW01B  ILDEBRANDO PIZZETTI (ASSOC. I. C. RMIC8FW00E)","RMAA8FW01B","RMIC8FW00E","VIA DEI BRUSATI 55 ROMA","","",""
"ROMA","ROMA","024","RMAA86500E  NANDO MARTELLINI (ASSOC. I. C. RMIC86500P)","RMAA86500E","RMIC86500P","VIA VANNI 5 ROMA","","",""
"ROMA","ROMA","024","RMAA8FU01Q  R. SANZIO - VIA DEL CASALETTO (ASSOC. I. C. RMIC8FU00V)","RMAA8FU01Q","RMIC8FU00V","VIA DEL CASALETTO 599 ROMA","","",""
"ROMA","ROMA","024","RMAA8FT01X  SCUOLA INFANZIA STAT. F. CRISPI (ASSOC. I. C. RMIC8FT003)","RMAA8FT01X","RMIC8FT003","VIA ANTON GIULIO BARRILI13 ROMA","","",""
"ROMA","ROMA","024","RMAA8FU02R  V. H. GIROLAMI (ASSOC. I. C. RMIC8FU00V)","RMAA8FU02R","RMIC8FU00V","VIA MANASSEI 60 ROMA","","",""
"ROMA","ROMA","024","RMAA8FX017  VIA DELLA PISANA 357 (ASSOC. I. C. RMIC8FX00A)","RMAA8FX017","RMIC8FX00A","ROMA","","",""
"ROMA","ROMA","024","RMAA86501G  VIA GIUSEPPE VANNI (ASSOC. I. C. RMIC86500P)","RMAA86501G","RMIC86500P","VIA GIUSEPPE VANNI 5 AURELIA KM. 13","","",""
"ROMA","ROMA","024","RMAA86502L  VIA I. DELLA GIOVANNA (ASSOC. I. C. RMIC86500P)","RMAA86502L","RMIC86500P","MASSIMINA","","",""
"ROMA","ROMA","024","RMAA8FV01G  VIA PARBONI (ASSOC. I. C. RMIC8FV00P)","RMAA8FV01G","RMIC8FV00P","VIA PARBONI7 ROMA","","",""
"ROMA","ROMA","024","RMAA8FY013  VIA VALAGUSSA (ASSOC. I. C. RMIC8FY006)","RMAA8FY013","RMIC8FY006","VIA F. VALAGUSSA 28 ROMA","","",""
"ROMA","ROMA","025","RMAA8GW001  IC VIA MONTE ZEBIO (ASSOC. I. C. RMIC8GW005)","RMAA8GW001","RMIC8GW005","VIA MONTE ZEBIO 35 ROMA","","",""
"ROMA","ROMA","025","RMAA8GW023  LEONARDA VACCARI (ASSOC. I. C. RMIC8GW005)","RMAA8GW023","RMIC8GW005","VIALE ANGELICO 22 ROMA","","",""
"ROMA","ROMA","025","RMAA8GW012  VIA MONTEZEBIO (ASSOC. I. C. RMIC8GW005)","RMAA8GW012","RMIC8GW005","VIA MONTEZEBIO 33 ROMA","","",""
"ROMA","ROMA","026","RMAA8GK01P  CLEMENTINA PERONE (ASSOC. I. C. RMIC8GK00T)","RMAA8GK01P","RMIC8GK00T","VIA CARDINAL OREGLIA 48 ROMA","","",""
"ROMA","ROMA","026","RMAA8GK00N  I. C. LARGO S. PIO V (ASSOC. I. C. RMIC8GK00T)","RMAA8GK00N","RMIC8GK00T","L. GO S. PIO V 20 ROMA","","",""
"ROMA","ROMA","026","RMAA8GL00D  I. C. VIA SORISO (ASSOC. I. C. RMIC8GL00N)","RMAA8GL00D","RMIC8GL00N","VIA SORISO 41 ROMA","","",""
